,index,Family_NO,Person_NO,Travel_Purpose,MainTransport,Departure_Time,Arrival_Time,trip_time,distance,SumCost,Departure_longitude,Departure_latitude,Destination_longitude,Destination_latitude,Cars_Count,Sex,Age,Education,Career_Code,Is_Driver,Dayoff_Mon,Dayoff_Tue,Dayoff_Wed,Dayoff_Thur,Dayoff_Fri,Dayoff_Sat,Dayoff_Sun,Total_IN,Area,Is_Own_House,Members_Count,Family_Region,Region_ZhongShan,Region_XiGang,Region_ShaHeKou,Region_GanJingZi,Region_GaoXinYuan,Region_LvShun,Region_JinPu,Region_PuLanDian,Region_WaFangDian,Region_ZhuangHe,Region_ChangHai,Career_Woker,Career_Farmer,Career_Administrative,Career_Primary,Career_Junior,Career_Unemployed,Career_Service,Career_Education,Career_Doctor,Career_Technical,Career_Individual,Career_Soldier,Career_Freelancer,Career_Retiree,Career_Housewife,Career_Others
0,0,11-008-015-001,11-008-015-001_01,0,2,7.5,8.5,60,10.69190025,5,121.582309,38.994469,121.597979,38.911594,0,1,25,2,2,1,0,0,0,0,0,1,1,25,90,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
