Unnamed: 0,val_loss,val_mode_loss,val_purpose_loss,val_mode_crossentropy,val_mode_accuracy,val_purpose_crossentropy,val_purpose_accuracy,loss,mode_loss,purpose_loss,mode_crossentropy,mode_accuracy,purpose_crossentropy,purpose_accuracy,epoch,iteration
0,0.9767693168426228,1.0552905797958374,0.7948901653289795,1.055307149887085,0.5913084149360657,0.7935144305229187,0.7680373787879944,1.239518847859879,1.310678,1.0689595,1.3117342,0.5222607,1.071017,0.6862871,0,0
1,0.9310438833949722,1.0053060054779053,0.7575979828834534,1.005754828453064,0.6092523336410522,0.7567189931869507,0.7712616920471191,0.951561008152241,1.0146666,0.8080622,1.0131179,0.60621655,0.80792886,0.75844663,1,0
2,0.8075914302273332,0.8362292051315308,0.7409664988517761,0.8366799354553223,0.6976635456085205,0.7397181391716003,0.7787850499153137,0.8736153240065957,0.9205496,0.76458055,0.919974,0.6539625,0.7654453,0.76854056,2,0
3,0.7787699878104379,0.8044499158859253,0.7192354798316956,0.8047944903373718,0.7087850570678711,0.7180461287498474,0.7795794606208801,0.8000309262207222,0.8241839,0.7451404,0.8231033,0.69838375,0.7461954,0.77422845,3,0
4,0.7174631517624187,0.7196764945983887,0.7133612632751465,0.7197412848472595,0.7467289566993713,0.71214759349823,0.782243013381958,0.7477539319347541,0.7553522,0.7281326,0.7558901,0.728966,0.7287698,0.7787146,4,0
5,0.7066130341993314,0.7125504016876221,0.6935759782791138,0.7126182317733765,0.7466354966163635,0.6926007866859436,0.7892990708351135,0.7140923103326235,0.71271455,0.71597487,0.7124316,0.74639004,0.7179677,0.7807174,5,0
6,0.7012895006108507,0.7034603357315063,0.6972862482070923,0.7034425139427185,0.7570093274116516,0.6962653994560242,0.7850934863090515,0.6921790145406669,0.6867272,0.7003677,0.6876384,0.7554225,0.70277363,0.784042,6,0
7,0.6699901541371212,0.6636449098587036,0.6857653260231018,0.6635992527008057,0.7669159173965454,0.6849022507667542,0.7905139923095703,0.6841108947362626,0.67775404,0.69943076,0.6770428,0.7591877,0.7006037,0.784763,7,0
8,0.6496347668906238,0.6388699412345886,0.6756678819656372,0.6388238072395325,0.7757009267807007,0.6748601198196411,0.7908878326416016,0.6639145169862914,0.6527522,0.6873055,0.6541401,0.7679598,0.68672144,0.787687,8,0
9,0.6602366506941965,0.6553516983985901,0.6729792356491089,0.6551868915557861,0.7663084268569946,0.6720189452171326,0.7933644652366638,0.6543571483768736,0.64376616,0.67840326,0.64319247,0.7733272,0.68040866,0.7897899,9,0
10,0.6583698532514483,0.655488133430481,0.6660534143447876,0.6554041504859924,0.7681308388710022,0.6652895212173462,0.7920560836791992,0.642977791515721,0.6313257,0.67247385,0.6303814,0.77765316,0.6723693,0.7899301,10,0
11,0.6494647891499171,0.6434181928634644,0.6644216775894165,0.6434329152107239,0.7750934362411499,0.6635395288467407,0.794252336025238,0.6398094311962069,0.6254661,0.67446077,0.62584776,0.7802367,0.67238665,0.7910116,11,0
12,0.6323526939944686,0.6208491325378418,0.6601448059082031,0.6208043694496155,0.7814953327178955,0.6592984199523926,0.7921962738037109,0.6338101583828719,0.62091917,0.66707665,0.6196074,0.78175884,0.66694975,0.7928942,12,0
13,0.7029245391738749,0.7193450927734375,0.6655375361442566,0.7192741632461548,0.7404205799102783,0.6647751331329346,0.7893925309181213,0.6251957534857958,0.6108334,0.65887254,0.61046326,0.78452265,0.6595712,0.7925938,13,0
14,0.6446154445131248,0.6406348347663879,0.6545922756195068,0.6406126618385315,0.7700467109680176,0.6539552211761475,0.7957943677902222,0.6236281340935781,0.6088023,0.653535,0.61057895,0.785524,0.654076,0.79511726,14,0
15,0.6322119343837845,0.6151410341262817,0.6726416349411011,0.6151599287986755,0.7840654253959656,0.6719997525215149,0.7849065661430359,0.6132822358205477,0.5973215,0.648752,0.59792817,0.78985,0.6491081,0.79605854,15,0
