,val_loss,val_crossentropy,val_accuracy,loss,crossentropy,accuracy,epoch,iteration
0,1.0449384800295964,1.044938564300537,0.5914486050605774,1.567094834679173,1.5670953,0.49796718,0,0
1,1.0826795314182744,1.0826795101165771,0.5778971910476685,1.0423695532358954,1.0423691,0.5940398,1,0
2,0.8453635142451135,0.845363438129425,0.6835981011390686,0.943159211752939,0.9431592,0.64270693,2,0
3,0.8546918710815572,0.8546918630599976,0.6802336573600769,0.8538721659168175,0.8538722,0.68408406,3,0
4,0.7363084606143916,0.7363085150718689,0.7257009148597717,0.7818460813491378,0.7818463,0.71606815,4,0
5,0.6655231949993383,0.6655230522155762,0.7655607461929321,0.7466830549858756,0.746683,0.7317899,5,0
6,0.7219168070320771,0.721916913986206,0.7468224167823792,0.7045103698752223,0.70451033,0.74923396,6,0
7,0.6529829269480483,0.6529830098152161,0.7678037285804749,0.6896859982879355,0.68968636,0.75504196,7,0
8,0.6370336065559744,0.6370335817337036,0.7725700736045837,0.6680499238217844,0.6680501,0.7645751,8,0
9,0.7099937990001429,0.7099937796592712,0.7499532699584961,0.6618283411608766,0.66182846,0.76401436,9,0
10,0.6283796220182258,0.6283794641494751,0.7772430181503296,0.651414259403645,0.6514144,0.76832026,10,0
11,0.6431089431771608,0.6431088447570801,0.7751401662826538,0.6395708036588421,0.63957065,0.7713044,11,0
12,0.6287024918672081,0.6287025213241577,0.7794860005378723,0.6358201128131353,0.63582027,0.7744287,12,0
13,0.6308436582690088,0.6308436989784241,0.7733177542686462,0.6380441357822001,0.63804406,0.7728866,13,0
14,0.6438649025141636,0.6438648700714111,0.7689252495765686,0.6298549701128909,0.629855,0.77655166,14,0
15,0.6224456488083456,0.6224456429481506,0.7788317799568176,0.6283762163839293,0.62837607,0.77683204,15,0
16,0.665390212090216,0.6653900742530823,0.757336437702179,0.6202477963942294,0.6202476,0.78033686,16,0
17,0.6218743637789076,0.6218743324279785,0.7785046696662903,0.6229149466145273,0.6229149,0.7779135,17,0
18,0.592252717731155,0.5922525525093079,0.7910747528076172,0.6112042766292932,0.6112043,0.78308064,18,0
19,0.6232642068149887,0.6232641339302063,0.7769159078598022,0.6041015672338964,0.60410154,0.78706616,19,0
20,0.6017692900372443,0.6017690896987915,0.7856074571609497,0.6136931381382968,0.6136931,0.7812782,20,0
21,0.6182836370824654,0.6182835698127747,0.7812149524688721,0.6077097483625857,0.60770977,0.78606474,21,0
22,0.6088737305079666,0.6088736057281494,0.7828971743583679,0.6026254052236631,0.6026254,0.78640527,22,0
23,0.6068712921008885,0.6068711280822754,0.7831775546073914,0.5960740310056709,0.5960739,0.7874667,23,0
24,0.596437292277256,0.5964373350143433,0.7894392609596252,0.5950305850481811,0.59503055,0.78750676,24,0
25,0.5960667602369718,0.5960667133331299,0.7928972244262695,0.5901087246499045,0.5901086,0.7894094,25,0
26,0.6000572404460373,0.6000572443008423,0.7836915850639343,0.5886449718683768,0.588645,0.7897098,26,0
27,0.7288717285494938,0.7288716435432434,0.7321495413780212,0.5909156521962795,0.59091574,0.7896097,27,0
28,0.5957671172596584,0.595767080783844,0.7899532914161682,0.5955439579615532,0.59554386,0.78662556,28,0
29,0.5882209801005426,0.5882208943367004,0.7901869416236877,0.5868158761820538,0.5868156,0.78822774,29,0
30,0.627362107450717,0.6273620128631592,0.7763084173202515,0.5786175656303385,0.5786176,0.7932747,30,0
31,0.6125508782351129,0.6125508546829224,0.7811214923858643,0.5853945371521192,0.5853944,0.79039073,31,0
32,0.5901849449683573,0.5901848673820496,0.7939719557762146,0.576457466865316,0.5764574,0.79285413,32,0
33,0.5868983776769905,0.5868984460830688,0.7968224287033081,0.5701063938280871,0.57010645,0.794917,33,0
34,0.5898625712751228,0.5898625254631042,0.7884579300880432,0.5670033996135658,0.5670033,0.79689974,34,0
35,0.5822383319551699,0.5822381377220154,0.7967756986618042,0.5681851941876784,0.5681851,0.7966594,35,0
36,0.5830512533455251,0.5830511450767517,0.7945794463157654,0.5670585577638978,0.5670585,0.7954377,36,0
37,0.594099083704369,0.5940988659858704,0.7864018678665161,0.5655738203993632,0.5655736,0.79645914,37,0
38,0.582217294300828,0.5822170972824097,0.7981775403022766,0.5609292919427441,0.5609293,0.79744047,38,0
39,0.5850186763522781,0.5850186347961426,0.7961214780807495,0.5630285670041002,0.5630284,0.7973003,39,0
40,0.5926796231982864,0.592679500579834,0.792149543762207,0.5551460478482061,0.5551458,0.80092525,40,0
41,0.5990871154482119,0.599087119102478,0.7896261811256409,0.547902500030048,0.5479024,0.8034087,41,0
42,0.5958392154613388,0.5958390235900879,0.7913084030151367,0.5514948244066772,0.5514948,0.80114555,42,0
43,0.5799743281346615,0.5799740552902222,0.794766366481781,0.5441548997880136,0.5441547,0.8022471,43,0
44,0.575288038432041,0.5752878785133362,0.7960280179977417,0.5412261034897242,0.5412261,0.8044902,44,0
45,0.5717821024734283,0.5717819333076477,0.7997663617134094,0.5387434865858197,0.53874356,0.80430996,45,0
46,0.5882005136258134,0.5882004499435425,0.7957476377487183,0.537910494108002,0.53791016,0.805071,46,0
47,0.5782272128078425,0.5782271027565002,0.7967289686203003,0.5414312029172101,0.5414311,0.8041898,47,0
48,0.5779586595686796,0.5779586434364319,0.7957009077072144,0.5319074089633946,0.53190726,0.80639285,48,0
49,0.5966940304274871,0.5966938138008118,0.7899065613746643,0.5263848081542982,0.5263847,0.80893636,49,0
50,0.5666762323468645,0.5666760802268982,0.8014018535614014,0.5291988872338863,0.52919865,0.8067934,50,0
51,0.5838818139673393,0.583881676197052,0.7987850308418274,0.5208418781897596,0.5208417,0.80885625,51,0
52,0.5751531974845957,0.575153112411499,0.7979439496994019,0.5209872588658232,0.5209873,0.80945706,52,0
53,0.5814887343611672,0.5814886093139648,0.8027102947235107,0.5125180661561327,0.5125178,0.81286174,53,0
54,0.5786075429827253,0.578607439994812,0.7946261763572693,0.5139758432747803,0.5139756,0.81346256,54,0
55,0.5760134813495885,0.576013445854187,0.8002336621284485,0.512857086033889,0.512857,0.8118804,55,0
56,0.5817771472440701,0.5817769169807434,0.7942990660667419,0.5105229452443685,0.51052284,0.8139032,56,0
57,0.604441604034923,0.6044415235519409,0.7914018630981445,0.5040934393687685,0.5040936,0.81532514,57,0
58,0.6073840461267489,0.6073839068412781,0.7927103042602539,0.5058951728458229,0.50589514,0.8165669,58,0
