Unnamed: 0,val_loss,val_mode_loss,val_purpose_loss,val_mode_crossentropy,val_mode_accuracy,val_purpose_crossentropy,val_purpose_accuracy,loss,mode_loss,purpose_loss,mode_crossentropy,mode_accuracy,purpose_crossentropy,purpose_accuracy,epoch,iteration
0,1.039304325602879,1.0489914417266846,0.853840708732605,1.0490890741348269,0.5817757248878479,0.8533939719200134,0.7534112334251404,1.3686760393126542,1.371725,1.3001381,1.372189,0.5065591,1.3019296,0.62025595,0,0
1,1.1105202147670996,1.1272037029266355,0.7942101359367371,1.1271990537643433,0.5501402020454407,0.7936235666275024,0.7664018869400024,1.0289918159247662,1.0352201,0.9057039,1.0353451,0.59413993,0.90828204,0.71937275,1,0
2,0.8303644481106339,0.8326089978218079,0.7835564613342285,0.8328583240509033,0.6993457674980164,0.7829799652099609,0.7685046792030334,0.937396515356647,0.94196177,0.8471133,0.94203377,0.64316756,0.8492939,0.74048185,2,0
3,0.8622460123980157,0.86650151014328,0.7810041308403015,0.8665481805801392,0.6781308650970459,0.7805034518241882,0.763037383556366,0.8437467179305372,0.8437162,0.82207954,0.8448337,0.6885902,0.82309103,0.7487332,3,0
4,0.6983002737972224,0.6949092149734497,0.761163055896759,0.69501793384552,0.7567756772041321,0.7606632113456726,0.7729906439781189,0.7785880277307289,0.78028136,0.8071534,0.77709424,0.719553,0.80696833,0.7534798,4,0
5,0.71139079800276,0.7085579633712769,0.7613857984542847,0.7087813019752502,0.7489719390869141,0.76097172498703,0.7742523550987244,0.7351745149455197,0.73239625,0.79301816,0.73213285,0.7385792,0.7929685,0.7562837,5,0
6,0.6594976886187759,0.6544581651687622,0.7512378096580505,0.6546925902366638,0.7709345817565918,0.7507953643798828,0.7767757177352905,0.701893214302665,0.6996261,0.7826314,0.69774735,0.7501552,0.7806602,0.7594681,6,0
7,0.6385708421190208,0.6329708695411682,0.7393717169761658,0.6332892775535583,0.7788317799568176,0.7389187216758728,0.7775233387947083,0.6868099924239229,0.6796356,0.77014685,0.6823777,0.75866693,0.7710255,0.7621718,7,0
8,0.6479768634510932,0.6431310176849365,0.734483003616333,0.6434523463249207,0.7763084173202515,0.7339441776275635,0.7799065709114075,0.6625895698857296,0.6575743,0.75809276,0.6574536,0.7669584,0.76017535,0.7655965,8,0
9,0.686124973252555,0.68228679895401,0.749415934085846,0.6828141212463379,0.7484579682350159,0.7490285038948059,0.7777569890022278,0.6538907598779231,0.6499373,0.7500244,0.6487686,0.7697623,0.7512113,0.76814,9,0
10,0.6416567017876099,0.6367796063423157,0.7248969078063965,0.6372964382171631,0.7763084173202515,0.7245023846626282,0.7821495532989502,0.6441672883335577,0.6374779,0.74306,0.63890046,0.7743486,0.7442387,0.7709439,10,0
11,0.6172112456437583,0.6111857295036316,0.7249919176101685,0.6115565299987793,0.7844392657279968,0.724648654460907,0.7815887928009033,0.6349153325887706,0.629196,0.73781455,0.6294856,0.7791152,0.73807865,0.77212554,11,0
12,0.6070643799772887,0.6003334522247314,0.7297179698944092,0.6006300449371338,0.7911214828491211,0.7293156385421753,0.7766822576522827,0.6254520098098144,0.6191326,0.7320511,0.6198882,0.78147846,0.7311684,0.7737077,12,0
