,val_loss,val_mode_loss,val_purpose_loss,val_mode_crossentropy,val_mode_accuracy,val_purpose_crossentropy,val_purpose_accuracy,loss,mode_loss,purpose_loss,mode_crossentropy,mode_accuracy,purpose_crossentropy,purpose_accuracy,epoch,iteration
0,0.8792600939652631,1.0891501903533936,0.7890033721923828,1.088998794555664,0.5627102851867676,0.7893717885017395,0.7652336359024048,1.2800258910516786,1.3980608,1.2263263,1.3981422,0.49041677,1.229405,0.6634956,0,0
1,0.8224738292159322,1.01136577129364,0.7413052320480347,1.0113248825073242,0.6013551354408264,0.7415375113487244,0.7723364233970642,0.8800868387776759,1.0943662,0.788419,1.0931073,0.5602732,0.7887925,0.7640945,1,0
2,0.7768502447983929,0.9461933374404908,0.7041463255882263,0.9461345672607422,0.6324298977851868,0.7042996883392334,0.7813551425933838,0.8290902377726789,1.0187339,0.75005907,1.0180115,0.5980453,0.7481238,0.77532995,2,0
3,0.7587306437536935,0.8731849193572998,0.7096335887908936,0.8729572296142578,0.678691565990448,0.7097764015197754,0.7798598408699036,0.7917377887545985,0.9505216,0.7231954,0.9506233,0.63585746,0.72364396,0.78197914,3,0
4,0.7345548393124732,0.8274440765380859,0.6946644186973572,0.8274006247520447,0.6916354894638062,0.6947637796401978,0.78644859790802,0.7631546682059563,0.8906931,0.70772165,0.89003783,0.66666,0.7087758,0.7845627,4,0
5,0.7494509185808841,0.8879889249801636,0.69001305103302,0.8878865242004395,0.6637850403785706,0.6901215314865112,0.7871962785720825,0.7390617276319088,0.8326651,0.69997,0.83416075,0.6947588,0.6983048,0.7875468,5,0
6,0.6918365742558631,0.7222250699996948,0.6788199543952942,0.7220582962036133,0.7398598194122314,0.6788843870162964,0.7884579300880432,0.7237167980432611,0.7978064,0.6920056,0.7986934,0.7088182,0.691584,0.7886483,6,0
7,0.6767933735223574,0.6865965723991394,0.6725220680236816,0.6865549087524414,0.7546728849411011,0.6726098656654358,0.7905139923095703,0.6985149418330513,0.7496384,0.67620367,0.75119007,0.7293265,0.67593986,0.7915123,7,0
8,0.6612231199318004,0.6733047366142273,0.6560069918632507,0.6731892228126526,0.7619625926017761,0.6560949087142944,0.7928504943847656,0.6843090081605974,0.7256446,0.6656812,0.7258776,0.7411628,0.66649383,0.79599845,8,0
9,0.6613253780391729,0.6812650561332703,0.6528509855270386,0.681068480014801,0.7601869106292725,0.6528640389442444,0.7953738570213318,0.672628853719355,0.70421165,0.6594501,0.7035053,0.74765176,0.65939605,0.79467666,9,0
10,0.6752549864644202,0.6773430705070496,0.6744544506072998,0.6772006154060364,0.7618691325187683,0.6744211912155151,0.7895327210426331,0.6695291426743281,0.6918464,0.6613238,0.6938254,0.7510364,0.6591164,0.7947167,10,0
11,0.7288045398765636,0.6686336398124695,0.7542104721069336,0.6686259508132935,0.7602336406707764,0.7545954585075378,0.7637383341789246,0.6583946461417889,0.6759804,0.6545846,0.67527205,0.75866693,0.65116155,0.79697984,11,0
12,0.6486560077979185,0.6484865546226501,0.6485874056816101,0.6485006213188171,0.7676635384559631,0.6487225890159607,0.7932242751121521,0.6586259225407015,0.67276686,0.6543365,0.67246646,0.7590475,0.6526941,0.7957982,12,0
13,0.6344032068564514,0.6300361156463623,0.6362679600715637,0.6299013495445251,0.779158890247345,0.6363325715065002,0.7953271269798279,0.6465733830675157,0.6549339,0.64044243,0.6558149,0.76541626,0.6426127,0.7983617,13,0
14,0.6401385041263616,0.6503276824951172,0.6356707811355591,0.6503081321716309,0.7719626426696777,0.6357800960540771,0.795280396938324,0.6410028488425775,0.64645225,0.6365375,0.64727783,0.77084374,0.6383137,0.79980373,14,0
15,0.6449471813273207,0.648044228553772,0.6434939503669739,0.6480206251144409,0.7723364233970642,0.6436299085617065,0.7980374097824097,0.6376290890883575,0.63931257,0.6379581,0.639047,0.77228576,0.6370214,0.7997837,15,0
16,0.6373696702217387,0.6318825483322144,0.6398099064826965,0.6318041682243347,0.7771028280258179,0.6397547125816345,0.7969626188278198,0.6353578205515087,0.6414276,0.6356911,0.6416379,0.7729867,0.6326662,0.80054474,16,0
17,0.6270736423608299,0.6169354319572449,0.6313849687576294,0.6169517040252686,0.7824766635894775,0.631411612033844,0.8000934720039368,0.6313539603731977,0.6319964,0.6328,0.6307527,0.7759508,0.63161176,0.80054474,17,0
18,0.637637490557733,0.6543219089508057,0.6304007768630981,0.6541953086853027,0.7691588997840881,0.6305410265922546,0.7977102994918823,0.6258374832367468,0.6248592,0.6291869,0.6265499,0.7757505,0.6255322,0.8024674,18,0
19,0.6300438755249309,0.6079623103141785,0.6392960548400879,0.6079729199409485,0.784859836101532,0.6395027041435242,0.7949065566062927,0.6225015694476084,0.61768806,0.6250785,0.6191035,0.78131825,0.6239579,0.8033486,19,0
20,0.6317657414997849,0.6281982064247131,0.6331948041915894,0.6280381083488464,0.7816355228424072,0.6333632469177246,0.7977102994918823,0.6206488841269634,0.61618584,0.62218785,0.61632746,0.78085756,0.622501,0.8041698,20,0
21,0.6369429962880143,0.6160868406295776,0.6460458040237427,0.6159136891365051,0.784859836101532,0.6459554433822632,0.7929906249046326,0.6139010016558294,0.6118994,0.6151665,0.6108476,0.7841822,0.6152095,0.8070137,21,0
22,0.628923068492212,0.6137456297874451,0.6353698968887329,0.6136282682418823,0.7846261858940125,0.6354780793190002,0.7986915707588196,0.6148278844358686,0.61150134,0.61608154,0.61244357,0.7814384,0.61584973,0.80555165,22,0
23,0.6314834358313374,0.635321319103241,0.6297295689582825,0.6352697610855103,0.7751401662826538,0.6298606395721436,0.8017289638519287,0.6121735737372036,0.6036634,0.6155238,0.6035258,0.7860447,0.6158795,0.8047906,23,0
24,0.6316708500363002,0.5993136167526245,0.6452771425247192,0.599246084690094,0.7908411026000977,0.6455671191215515,0.7943925261497498,0.6068476056179272,0.60038686,0.60888624,0.6011966,0.78756684,0.6092692,0.80757445,24,0
25,0.6181731549378867,0.605636715888977,0.6233891844749451,0.6055015325546265,0.7850000262260437,0.6236035823822021,0.8026168346405029,0.6080047186154519,0.59917206,0.6107857,0.60018456,0.7859646,0.6113561,0.8075544,25,0
26,0.6175541789955068,0.6036668419837952,0.6234681010246277,0.6034457087516785,0.7915887832641602,0.6236006617546082,0.8016355037689209,0.6024334077908522,0.5934063,0.60689425,0.593555,0.7888086,0.6062383,0.8078148,26,0
27,0.6261777477398097,0.6045231819152832,0.6352543830871582,0.6043914556503296,0.7851868867874146,0.6355147957801819,0.799953281879425,0.6024199953538766,0.5923617,0.61009413,0.5936136,0.7894094,0.6061941,0.80785483,27,0
28,0.6287890284306535,0.6007869839668274,0.6408596038818359,0.600691556930542,0.7900934815406799,0.6408308148384094,0.7972897291183472,0.5999879618489151,0.5859765,0.6028486,0.5877608,0.79241353,0.60522825,0.80785483,28,0
29,0.6290063661058373,0.601582407951355,0.6406993269920349,0.6016935706138611,0.7873831987380981,0.6407116651535034,0.7976635694503784,0.596113299688894,0.5868826,0.6006472,0.5878661,0.790571,0.5996477,0.81011796,29,0
30,0.6244174713731926,0.6134569048881531,0.6288964748382568,0.6132878065109253,0.7840186953544617,0.629187285900116,0.7993925213813782,0.5962459183725765,0.5854763,0.60050935,0.58373827,0.7931345,0.601606,0.8084356,30,0
31,0.6250400413085367,0.6076084971427917,0.6326031684875488,0.6074535250663757,0.7908411026000977,0.6325769424438477,0.7998598217964172,0.592146505282845,0.5817256,0.59686804,0.58264625,0.79295427,0.5962181,0.8095372,31,0
32,0.6184558039959346,0.6133381724357605,0.6203586459159851,0.6132585406303406,0.783831775188446,0.6206831932067871,0.8017756938934326,0.5917222590452298,0.5829054,0.59637475,0.58275163,0.79213315,0.59556663,0.81055856,32,0
33,0.6124418811263325,0.6054812073707581,0.61528080701828,0.6054298281669617,0.788551390171051,0.6154471039772034,0.8034579157829285,0.5895942577168598,0.5757045,0.59487784,0.57668483,0.7947768,0.5951269,0.81061864,33,0
34,0.6185821469253469,0.5914727449417114,0.6300617456436157,0.5914621353149414,0.7929439544677734,0.630204975605011,0.8024299144744873,0.5881731765921203,0.5795239,0.59214926,0.5792125,0.7925337,0.5920135,0.80997777,34,0
35,0.6266976948987658,0.6081671118736267,0.6343324780464172,0.6081022024154663,0.7882710099220276,0.6346670389175415,0.8020093441009521,0.582175693998818,0.5709426,0.58516234,0.57134956,0.7951373,0.58681524,0.8116401,35,0
36,0.6160324308805376,0.5906543135643005,0.6270179748535156,0.5904403924942017,0.7944859862327576,0.6270003914833069,0.8026168346405029,0.5783719961943469,0.5659247,0.5815396,0.56756467,0.7983617,0.5830037,0.81384313,36,0
37,0.625688200554001,0.6060757040977478,0.6341072916984558,0.605991780757904,0.7866822481155396,0.6341293454170227,0.8005607724189758,0.5774662757461342,0.56548923,0.58146185,0.56511754,0.7984418,0.5827586,0.81338245,37,0
38,0.6239503930885101,0.6114910244941711,0.629229724407196,0.6113784313201904,0.7873364686965942,0.6293382048606873,0.8019158840179443,0.5772813650669584,0.56615174,0.5813627,0.56618696,0.79846185,0.5820363,0.81286174,38,0
39,0.6261191457008647,0.6076207756996155,0.6339814066886902,0.6075047850608826,0.7871962785720825,0.6340965628623962,0.7995794415473938,0.5763312513309573,0.5627339,0.58347,0.56376773,0.79838175,0.58171576,0.81234103,39,0
40,0.6219629425200347,0.5926815271377563,0.6345816254615784,0.5925719738006592,0.7929439544677734,0.6345589756965637,0.7994392514228821,0.5750216736684363,0.56099576,0.5794513,0.5613172,0.79830164,0.580895,0.81316215,40,0
41,0.6179443325506192,0.6058812141418457,0.6232051253318787,0.6056557893753052,0.7848131060600281,0.6232104897499084,0.803691565990448,0.5683242801376678,0.5534034,0.5728574,0.5545585,0.8015662,0.574224,0.81570566,41,0
42,0.6244558620675702,0.6182200312614441,0.6270633935928345,0.6180787682533264,0.7776167988777161,0.6271886825561523,0.8007009625434875,0.5671547461193727,0.5548536,0.5710459,0.55549055,0.8005047,0.5721534,0.81540525,42,0
43,0.6457744523520782,0.6016015410423279,0.664310872554779,0.6015421152114868,0.7896729111671448,0.6647308468818665,0.7878504395484924,0.5668432535368065,0.55529404,0.57316786,0.55343443,0.80138594,0.5725899,0.8145441,43,0
44,0.6389739897540797,0.6187976598739624,0.6476497650146484,0.6184182167053223,0.7842523455619812,0.6477833986282349,0.7992056012153625,0.5648327720141139,0.5586849,0.56946003,0.55504537,0.8011856,0.5690269,0.81622636,44,0
45,0.6150659180133142,0.5943255424499512,0.623910665512085,0.5942010283470154,0.7948598265647888,0.6240079402923584,0.8039252161979675,0.5646874015713886,0.55311054,0.5684182,0.5544867,0.8026076,0.5690589,0.8171477,45,0
46,0.62393416582981,0.607628345489502,0.6307433247566223,0.6074838638305664,0.7921028137207031,0.6309842467308044,0.8000934720039368,0.5609239571843847,0.5449755,0.5675634,0.54517156,0.8037291,0.56767493,0.8149847,46,0
47,0.6239045094998084,0.600247859954834,0.6338833570480347,0.6001142263412476,0.7885981202125549,0.634100079536438,0.8024299144744873,0.5587303865961271,0.5418765,0.5684239,0.5425118,0.80435,0.565681,0.81614625,47,0
48,0.6381808300553081,0.6214444637298584,0.6449952125549316,0.6214155554771423,0.7819159030914307,0.6453657150268555,0.802570104598999,0.5603887549201051,0.54531026,0.5647651,0.544656,0.80278784,0.5671313,0.8160461,48,0
