,val_loss,val_crossentropy,val_accuracy,loss,crossentropy,accuracy,epoch,iteration
0,0.7829082566555415,0.7829083204269409,0.7705607414245605,1.1928894782715262,1.192889,0.65997076,0,0
1,0.7389890611728775,0.7389891743659973,0.7836915850639343,0.7999730909992335,0.79997295,0.76249224,1,0
2,0.7381536532116828,0.7381536960601807,0.7847196459770203,0.7542038234655227,0.7542039,0.7738279,2,0
3,0.7240609889164149,0.7240611910820007,0.7818691730499268,0.7302087842337787,0.73020864,0.7788949,3,0
4,0.6978729548186899,0.6978728771209717,0.7850934863090515,0.7128248483319206,0.7128249,0.784042,4,0
5,0.6854733355023036,0.6854732036590576,0.7912149429321289,0.6949168741410567,0.69491696,0.78900886,5,0
6,0.6739697371465023,0.6739697456359863,0.789579451084137,0.6852954064583769,0.68529546,0.78982997,6,0
7,0.6680717904991078,0.6680717468261719,0.7910280227661133,0.6797584699270343,0.6797583,0.7890289,7,0
8,0.6799319780652768,0.6799318194389343,0.7922430038452148,0.6695000127016685,0.66950005,0.7925938,8,0
9,0.6682670600169173,0.668267011642456,0.7947196364402771,0.664795470601584,0.66479546,0.7933348,9,0
10,0.6591457659284645,0.659145712852478,0.7949532866477966,0.6587521752785721,0.65875196,0.7945565,10,0
11,0.6713377101176253,0.6713375449180603,0.7907009124755859,0.6534115230463429,0.65341145,0.79563797,11,0
12,0.6433135381368833,0.6433133482933044,0.793271005153656,0.6482684250654434,0.6482683,0.79742044,12,0
13,0.6540297087999147,0.6540298461914062,0.7951402068138123,0.6435626448937667,0.64356273,0.7973203,13,0
14,0.6619342508939939,0.6619343161582947,0.7901402115821838,0.6391141849068288,0.639114,0.7996836,14,0
15,0.6570583145863542,0.6570581793785095,0.7953738570213318,0.6381712720251411,0.63817126,0.7989826,15,0
16,0.633342056474953,0.6333419680595398,0.8011214733123779,0.6372009479950121,0.637201,0.8002243,16,0
17,0.6438404595517666,0.6438404321670532,0.8009345531463623,0.6284637638135474,0.6284636,0.8031083,17,0
18,0.6368590245291451,0.6368590593338013,0.8016355037689209,0.6302200018104968,0.63022,0.8020869,18,0
19,0.6443293938235701,0.644329309463501,0.7949065566062927,0.625512244784064,0.62551236,0.80220705,19,0
20,0.6394381449155718,0.6394378542900085,0.8027570247650146,0.622071590822723,0.6220714,0.80346876,20,0
21,0.640922077927634,0.6409220099449158,0.8009345531463623,0.6231138462135143,0.62311375,0.80330855,21,0
22,0.6282416871552156,0.6282414793968201,0.8039719462394714,0.6241603180602264,0.62416023,0.80330855,22,0
23,0.6455489526953653,0.645548939704895,0.802056074142456,0.6159652959280753,0.61596525,0.8053514,23,0
24,0.6533807936784263,0.6533807516098022,0.7909345626831055,0.6198573927143894,0.6198572,0.8038093,24,0
25,0.6357436980710965,0.6357435584068298,0.8020093441009521,0.6164700304609434,0.61647016,0.8055116,25,0
26,0.6329861429918592,0.6329861283302307,0.8023831844329834,0.6141210334894666,0.6141211,0.8050109,26,0
27,0.6404409942448697,0.6404410004615784,0.800467312335968,0.6133928757310642,0.61339295,0.8055917,27,0
28,0.6213499677626886,0.6213500499725342,0.8045794367790222,0.6118765202553869,0.61187637,0.80661315,28,0
29,0.6392262562635903,0.6392261385917664,0.8021962642669678,0.6080234638038111,0.6080232,0.8068134,29,0
30,0.6271756224765955,0.6271753907203674,0.8031308650970459,0.6068772380698826,0.606877,0.80727404,30,0
31,0.6239384271274103,0.623938262462616,0.8037850260734558,0.6106917770527119,0.6106919,0.8063528,31,0
32,0.6249353910606599,0.6249353289604187,0.8055607676506042,0.6067071610679733,0.60670704,0.80699366,32,0
33,0.61892792340751,0.6189278364181519,0.8045327067375183,0.6088704498239007,0.60887045,0.80655307,33,0
34,0.6295027147052444,0.6295024752616882,0.7992990612983704,0.6054275283863662,0.60542727,0.80779475,34,0
