,val_loss,val_mode_loss,val_purpose_loss,val_mode_crossentropy,val_mode_accuracy,val_purpose_crossentropy,val_purpose_accuracy,loss,mode_loss,purpose_loss,mode_crossentropy,mode_accuracy,purpose_crossentropy,purpose_accuracy,epoch,iteration
0,0.7669930143668273,4.33221960067749,0.766812264919281,4.331407070159912,0.0404672883450984,0.7669929265975952,0.7690187096595764,1.050363134325299,6.219513,1.0485004,6.2308335,0.044221025,1.0503632,0.6979832,0,0
1,0.7701661595451498,3.3987786769866943,0.7703660130500793,3.397818088531494,0.0519158877432346,0.7701660990715027,0.7726635336875916,0.7756827808759145,3.8046882,0.77420574,3.8064623,0.048987605,0.77568257,0.7695019,1,0
2,0.7059725588281578,3.339005947113037,0.7059338688850403,3.338552474975586,0.0443925224244594,0.7059726119041443,0.7868224382400513,0.7388802132673165,3.2984598,0.73919153,3.2978945,0.05611744,0.73888034,0.7779135,2,0
3,0.7169094956701046,2.513462781906128,0.7167909145355225,2.5126872062683105,0.1014018654823303,0.7169094681739807,0.7855139970779419,0.7160917969763342,2.9700654,0.71603805,2.9722466,0.06575073,0.71609205,0.78221947,3,0
4,0.6910844167593484,2.8106815814971924,0.6909171342849731,2.809912204742432,0.048130840063095,0.6910843253135681,0.7864953279495239,0.7007341628864329,2.6907692,0.7036735,2.687502,0.07762712,0.70073414,0.7864854,4,0
5,0.6671248713832035,2.50019907951355,0.6669783592224121,2.4994285106658936,0.0980373844504356,0.66712486743927,0.7930373549461365,0.6888107604215615,2.7342622,0.68917024,2.7348344,0.067012474,0.68881077,0.7883679,5,0
6,0.6707718341150016,2.456756591796875,0.6706647276878357,2.4562954902648926,0.0697663575410842,0.6707718968391418,0.7913084030151367,0.6761419516376027,2.5839303,0.6781042,2.5856647,0.07069756,0.6761419,0.7907913,6,0
7,0.6539981258472549,2.441495418548584,0.6539887189865112,2.4409587383270264,0.0933644846081733,0.653998076915741,0.796401858329773,0.6658210794241581,2.477719,0.6681181,2.4800203,0.08842202,0.665821,0.79155236,7,0
8,0.7070277723864974,2.2286489009857178,0.7067121863365173,2.228058099746704,0.1169158890843391,0.7070276737213135,0.7813551425933838,0.6595946650142074,2.4828703,0.66056365,2.4828458,0.08397589,0.65959483,0.7938155,8,0
9,0.6418940340692751,2.3875608444213867,0.6418607831001282,2.387026309967041,0.0927570089697837,0.6418939828872681,0.7965420484542847,0.6610510883365011,2.3954713,0.6605224,2.3961158,0.100018024,0.66105133,0.79315454,9,0
10,0.6756863786795428,2.36814284324646,0.6758180856704712,2.3673646450042725,0.1008411198854446,0.6756864786148071,0.7868691682815552,0.6478338260903803,2.4682434,0.6485553,2.4679575,0.09477078,0.64783376,0.7962789,10,0
11,0.6394697057866604,2.2543087005615234,0.6395490765571594,2.2537214756011963,0.1348598152399063,0.6394697427749634,0.7948598265647888,0.6471063586397376,2.4064953,0.6465052,2.4070802,0.10376319,0.64710623,0.7975206,11,0
12,0.6337738803391144,2.3242266178131104,0.6337761878967285,2.3236100673675537,0.0826635509729385,0.6337738037109375,0.8014485836029053,0.6418337762703182,2.3101897,0.6409347,2.3089736,0.12583365,0.6418337,0.7995033,12,0
13,0.6549608845354241,2.2463650703430176,0.6550291776657104,2.24580979347229,0.1192990690469741,0.6549608111381531,0.7903738021850586,0.6377344835275107,2.3364978,0.6376614,2.3377085,0.115219004,0.63773435,0.7992029,13,0
14,0.6324861024473315,2.2323577404022217,0.6324746012687683,2.2318427562713623,0.1505607515573501,0.6324859857559204,0.7998598217964172,0.6369988083796442,2.3098326,0.6367995,2.3120787,0.12314995,0.63699883,0.80070496,14,0
