Unnamed: 0,val_loss,val_mode_loss,val_purpose_loss,val_mode_crossentropy,val_mode_accuracy,val_purpose_crossentropy,val_purpose_accuracy,loss,mode_loss,purpose_loss,mode_crossentropy,mode_accuracy,purpose_crossentropy,purpose_accuracy,epoch,iteration
0,0.7864525959870525,1.130676031112671,0.7793474793434143,1.1307777166366575,0.5462149381637573,0.7794254422187805,0.7705607414245605,1.025895321606248,1.3165756,1.020378,1.3158983,0.50025034,1.0199767,0.70633477,0,0
1,0.7393700754308254,1.073697209358215,0.7322921752929688,1.07379949092865,0.572943925857544,0.7325448989868164,0.7777569890022278,0.7843510696372322,1.1359053,0.7768398,1.1364558,0.5432697,0.7771653,0.76854056,1,0
2,0.7114120440616786,1.0640863180160522,0.7039004564285278,1.064238429069519,0.5766355395317078,0.7042115330696106,0.7879438996315002,0.7470231307018207,1.0996503,0.73974764,1.1021103,0.55915165,0.7397766,0.7784142,2,0
3,0.7134622015685679,1.0316126346588137,0.7067424654960632,1.0318596363067627,0.5909345746040344,0.7069643139839172,0.7852336168289185,0.7226367150721817,1.0769451,0.71527946,1.0777391,0.5663015,0.7153896,0.78257996,3,0
4,0.737408166199087,1.019920825958252,0.7313455939292908,1.0200481414794922,0.5996729135513306,0.7316399812698364,0.7750934362411499,0.7072725206991359,1.0525122,0.70292324,1.0522026,0.5794196,0.7002332,0.7873265,4,0
5,0.6796960543249255,1.008878469467163,0.6726561784744263,1.009118676185608,0.604158878326416,0.6729732751846313,0.7919158935546875,0.6928973327099708,1.0416416,0.6842479,1.0417337,0.58562815,0.6857783,0.78808755,5,0
6,0.6724105401573894,0.9891667366027832,0.6657216548919678,0.9893677234649658,0.6144392490386963,0.6659420132637024,0.7952336668968201,0.6756335290313777,1.0192257,0.66703826,1.0175158,0.5950812,0.6686561,0.793475,6,0
7,0.6600432442059027,0.968631386756897,0.6536015272140503,0.9687519073486328,0.6257944107055664,0.6537430882453918,0.7927570343017578,0.670825163703213,1.0105594,0.66367316,1.0105128,0.59908676,0.66389275,0.7939757,7,0
8,0.6538193528228831,0.9782117009162904,0.6469597816467285,0.9783231616020204,0.6221962571144104,0.6471968293190002,0.7972897291183472,0.6645632284193522,0.99835235,0.6550967,0.9966778,0.6055356,0.65778524,0.79621875,8,0
9,0.6502698417913134,0.9891105890274048,0.6430711150169373,0.9891918301582336,0.6033644676208496,0.6433530449867249,0.794766366481781,0.6585906810214099,0.98394245,0.6509927,0.98346084,0.610883,0.6519607,0.79599845,9,0
10,0.6418963760304673,0.94311785697937,0.6354494690895081,0.943150758743286,0.6377570033073425,0.6357484459877014,0.7971962690353394,0.6494524630941144,0.97482705,0.6417669,0.9722615,0.61861366,0.64286447,0.7986621,10,0
11,0.6599458765092298,0.9348435997962952,0.6540404558181763,0.935035228729248,0.6429439187049866,0.6543316841125488,0.7931308150291443,0.6441780196340942,0.9586798,0.64127135,0.95978284,0.6271855,0.6377372,0.7991829,11,0
12,0.6411753027015757,0.9378218650817872,0.6348523497581482,0.9379486441612244,0.6395326852798462,0.6351186633110046,0.8015420436859131,0.6465717773430242,0.9540196,0.63964635,0.9543578,0.6281068,0.6402904,0.79788107,12,0
13,0.6336718413094494,0.904931366443634,0.6278094053268433,0.9051834344863892,0.6621028184890747,0.6281306743621826,0.8032710552215576,0.6402738701633253,0.9529746,0.63542676,0.95171803,0.63026977,0.63391775,0.80070496,13,0
14,0.6716415559911282,0.8986015319824219,0.6666208505630493,0.8987539410591125,0.6637383103370667,0.6670064926147461,0.7920560836791992,0.639759109458861,0.9314824,0.6340166,0.930269,0.6397228,0.63383037,0.80100536,14,0
15,0.6305417417365814,0.8981459736824036,0.6248421669006348,0.8983811140060425,0.6655607223510742,0.62507563829422,0.8006075024604797,0.6327737806670902,0.92386776,0.6271037,0.9247141,0.6419659,0.62681556,0.8035088,15,0
16,0.6747408937739434,0.8715093731880188,0.6704319715499878,0.8717583417892456,0.6800934672355652,0.670720100402832,0.7853738069534302,0.6294958162239935,0.90400386,0.6234906,0.90238756,0.6537221,0.62392664,0.803649,16,0
17,0.6312861563780597,0.8749492168426514,0.6259318590164185,0.8751914501190186,0.6734579205513,0.6263083815574646,0.8009812831878662,0.6280798316180953,0.8970666,0.6240962,0.89621425,0.657968,0.62260765,0.80344874,17,0
18,0.6377990456385033,0.8786923289299011,0.6325119137763977,0.8790019750595093,0.6643458008766174,0.6328762769699097,0.8019626140594482,0.6267773912151658,0.8956828,0.6187558,0.89723194,0.6553043,0.6212578,0.8028479,18,0
19,0.6481594434854027,0.8552778959274292,0.6435844302177429,0.8555924892425537,0.6800934672355652,0.6439259052276611,0.8003271222114563,0.6233399728999228,0.87848276,0.6167454,0.87995213,0.6638361,0.61810285,0.80495083,19,0
20,0.6306477198645333,0.8709548711776733,0.6252759099006653,0.8711193799972534,0.6742990612983704,0.6257402896881104,0.8008878231048584,0.6252590995817252,0.8792368,0.61883754,0.88069427,0.6658188,0.6200461,0.8046304,20,0
21,0.6554754209964074,0.8335671424865723,0.6516637206077576,0.8337790369987488,0.6940186619758606,0.6518364548683167,0.7922897338867188,0.6169484013184242,0.8686843,0.6114637,0.8697944,0.66878295,0.6117883,0.8053514,21,0
22,0.6497135357544801,0.8342713713645935,0.6457248330116272,0.834679126739502,0.6935046911239624,0.645938515663147,0.7977570295333862,0.6176405678976067,0.85984147,0.6145945,0.8603483,0.67182714,0.6126873,0.8052112,22,0
23,0.6249420069534087,0.808359682559967,0.6207677125930786,0.8085334897041321,0.7056074738502502,0.6211950778961182,0.8032710552215576,0.6133979042502823,0.8361361,0.60749346,0.8378497,0.68510544,0.6088171,0.8068535,23,0
24,0.6286605872840525,0.8502176403999329,0.6237453818321228,0.8504404425621033,0.6815887689590454,0.624134361743927,0.8019626140594482,0.6130667311334301,0.85425216,0.61000663,0.85260004,0.67817587,0.60817826,0.80607235,24,0
25,0.639214131475609,0.8396073579788208,0.6347765326499939,0.8399624824523926,0.6909345984458923,0.63511723279953,0.7981308698654175,0.6124588163970853,0.8353681,0.6081106,0.8370472,0.68236166,0.60787517,0.80647296,25,0
26,0.6313234958693246,0.8362764716148376,0.626717746257782,0.8364563584327698,0.6929906606674194,0.6271369457244873,0.8006542325019836,0.6094118823863024,0.8471749,0.6035617,0.8449074,0.6797781,0.60460585,0.8082754,26,0
27,0.6597310584505027,0.8123176097869873,0.655967116355896,0.8126276135444641,0.697943925857544,0.6566106677055359,0.7964485883712769,0.6061323280429352,0.82098436,0.5997091,0.818798,0.69285613,0.6017922,0.8084356,27,0
28,0.6627343678474427,0.7925366759300232,0.6598230600357056,0.7927347421646118,0.7164953351020813,0.6600812077522278,0.7843925356864929,0.6081316098617081,0.8252405,0.6048219,0.8222823,0.69221526,0.6037611,0.80719393,28,0
29,0.6335463468382292,0.7730720043182373,0.6302239894866943,0.7733412384986877,0.720373809337616,0.6306931972503662,0.7990654110908508,0.6055570381233635,0.8090499,0.60164344,0.80986214,0.6970419,0.60138756,0.8083355,29,0
30,0.6224001165193932,0.7684022784233093,0.6190100908279419,0.76870197057724,0.7228037118911743,0.6194144487380981,0.8058411478996277,0.6032845270377999,0.7964127,0.5987315,0.7973023,0.7033306,0.5993249,0.80823535,30,0
31,0.6398132459025516,0.7798376679420471,0.6365913152694702,0.7799914479255676,0.7150467038154602,0.6369523406028748,0.7988784909248352,0.5984564036466943,0.79812974,0.59494567,0.7994302,0.7022491,0.5943547,0.81069875,31,0
32,0.6478465762762265,0.8053812980651855,0.6440391540527344,0.8056453466415405,0.7059345841407776,0.6446260809898376,0.7984111905097961,0.5977996572401796,0.7871193,0.59409237,0.78904855,0.707236,0.5938964,0.80973744,32,0
33,0.6277913260237079,0.76941978931427,0.6243718266487122,0.7695602774620056,0.7238785028457642,0.6248980760574341,0.8034111857414246,0.5993957339825592,0.7923624,0.5960507,0.79331094,0.7043921,0.5954381,0.8094771,33,0
34,0.6218951825783632,0.7499048113822937,0.6188119649887085,0.7500749826431274,0.7327103018760681,0.6192793250083923,0.8042990565299988,0.5964861694692106,0.7927692,0.5905836,0.7924155,0.7068555,0.5924877,0.8111594,34,0
35,0.6267846285071328,0.761353611946106,0.6236014366149902,0.7616248726844788,0.7271962761878967,0.624032735824585,0.8046261668205261,0.5953214463044305,0.7702626,0.59256876,0.77015054,0.71646875,0.5917533,0.8098376,35,0
36,0.6504951005784151,0.7428976893424988,0.6480274796485901,0.7432023286819458,0.7326635718345642,0.6486032605171204,0.7963083982467651,0.5915589689783464,0.7632968,0.5896111,0.76298803,0.7200937,0.58806026,0.81131965,36,0
37,0.633583897029128,0.7560021281242371,0.6305950880050659,0.7563903331756592,0.727056086063385,0.631077766418457,0.80210280418396,0.5939068361973266,0.7820954,0.59097844,0.7797431,0.7097795,0.5901141,0.81131965,37,0
38,0.6296182126419566,0.7891324162483215,0.6258316040039062,0.789386510848999,0.7109813094139099,0.6263577342033386,0.80467289686203,0.5884858906604514,0.753121,0.58728844,0.7534048,0.7213755,0.58512014,0.81190044,38,0
39,0.6257876290561997,0.7491922974586487,0.6227164268493652,0.7493849992752075,0.7288317680358887,0.6232653260231018,0.8042990565299988,0.5896076998648366,0.75690633,0.58577466,0.7591285,0.7193928,0.58614796,0.81346256,39,0
